,Engagements,Followers,Created,Type,Description,datetime,year,month,month_int,weekday,day_time,is_playoffs
5420,723861,27392245,2018-03-25 19:13:55 EDT,Video,Thaddeus Young recovers for the clutch @pacers block!,2018-03-25 19:13:55,2018,March,3,Sunday,evening,False
5421,610024,27392245,2018-03-25 18:08:51 EDT,Video,@dwyanewade feeds @bam1of1 for the LEFTY SLAM!,2018-03-25 18:08:51,2018,March,3,Sunday,evening,False
5422,726383,27392245,2018-03-25 17:07:05 EDT,Video,?? @jabariparker with the dime!,2018-03-25 17:07:05,2018,March,3,Sunday,evening,False
5423,822734,27392245,2018-03-25 15:15:43 EDT,Video,"@indianageorge3 tosses, @kingjames finishes!",2018-03-25 15:15:43,2018,March,3,Sunday,afternoon,False
5424,796286,27392245,2018-03-25 13:57:47 EDT,Video,????????,2018-03-25 13:57:47,2018,March,3,Sunday,afternoon,False
5425,901909,27392245,2018-03-25 13:42:22 EDT,Video,@kingjames takes on Brooklyn!,2018-03-25 13:42:22,2018,March,3,Sunday,afternoon,False
5426,280401,27392245,2018-03-25 08:35:59 EDT,Photo,Join us in wishing @kyle_lowry7 of the @raptors a HAPPY 32nd BIRTHDAY! #NBABDAY,2018-03-25 08:35:59,2018,March,3,Sunday,morning,False
5427,300660,27392245,2018-03-24 22:36:55 EDT,Photo,@bensimmons became the 2nd player in @nbahistory to produce 10+ triple-doubles in his rookie season (Oscar Robertson had 26 in 1960-61) as well as the 2nd player to produce 10 career triple-doubles before his 22nd birthday (@magicjohnson had 13 at that ag,2018-03-24 22:36:55,2018,March,3,Saturday,night,False
5428,400563,27392245,2018-03-24 21:00:51 EDT,Photo,"The first to 2,000 points...",2018-03-24 21:00:51,2018,March,3,Saturday,night,False
5429,723861,27392245,2018-03-24 20:56:30 EDT,Video,@joelembiid shows off on BOTH ends!!,2018-03-24 20:56:30,2018,March,3,Saturday,evening,False
5430,724357,27392245,2018-03-24 20:20:34 EDT,Video,@jharden13 flicks it to @ccapela15!,2018-03-24 20:20:34,2018,March,3,Saturday,evening,False
5431,330832,27392245,2018-03-24 19:52:37 EDT,Photo,@bensimmons notches his 10th triple-double of the season for the @sixers with 12p/13a/12r through three quarters!,2018-03-24 19:52:37,2018,March,3,Saturday,evening,False
5432,793521,27392245,2018-03-24 19:34:11 EDT,Video,Jamal Crawford beats the buzzer off the catch!,2018-03-24 19:34:11,2018,March,3,Saturday,evening,False
5433,665702,27392245,2018-03-24 19:03:21 EDT,Video,@iamamirjohnson uses the pumpfake for the @sixers bucket! #VetMove,2018-03-24 19:03:21,2018,March,3,Saturday,evening,False
5434,620893,27392245,2018-03-24 08:53:58 EDT,Video,Dueling triple-doubles... @kyle_lowry7 (25p/12a/10r/W) & @dloading (18p/13a/11r) each post triple-doubles in Toronto!,2018-03-24 08:53:58,2018,March,3,Saturday,morning,False
5435,409622,27381113,2018-03-24 01:08:01 EDT,Album,"20 teams in action, 10 winners!",2018-03-24 01:08:01,2018,March,3,Saturday,deadzone,False
5436,742758,27381113,2018-03-24 00:02:23 EDT,Video,@3jmccollum freezes the defense on the way to the rim!,2018-03-24 00:02:23,2018,March,3,Saturday,postgame,False
5437,676062,27381113,2018-03-23 23:20:34 EDT,Video,@aldridge_121’s big offensive board & bucket gives him a career-high 45!,2018-03-23 23:20:34,2018,March,3,Friday,night,False
5438,676062,27381113,2018-03-23 23:06:32 EDT,Video,"We’re headed to OT in San Antonio, thanks to @spidadmitchell!",2018-03-23 23:06:32,2018,March,3,Friday,night,False
5439,663668,27381113,2018-03-23 22:58:27 EDT,Video,@stephencurry30 flicks it to @zazapachulia in transition!,2018-03-23 22:58:27,2018,March,3,Friday,night,False
5440,300886,27381113,2018-03-23 22:12:51 EDT,Photo,@dloading notches his first career triple-double with 18p/13a/11r for the @brooklynnets!,2018-03-23 22:12:51,2018,March,3,Friday,night,False
5441,903466,27381113,2018-03-23 19:54:45 EDT,Video,???? @kingjames ?? @jmcalderon8 ????,2018-03-23 19:54:45,2018,March,3,Friday,evening,False
5442,678418,27381113,2018-03-23 18:53:14 EDT,Video,@jvalanciunas showing off some ?? skills!,2018-03-23 18:53:14,2018,March,3,Friday,evening,False
5443,634801,27381113,2018-03-23 15:04:50 EDT,Video,@jcollins20_ expresses his own #NBAstyle! #NBAGameChangers,2018-03-23 15:04:50,2018,March,3,Friday,afternoon,False
5444,929176,27381113,2018-03-23 12:24:54 EDT,Video,???????????? We celebrate @kyrieirving’s #NBABDAY with his best LEFT-HANDED finishes!,2018-03-23 12:24:54,2018,March,3,Friday,lunch,False
5445,341077,27381113,2018-03-23 08:37:36 EDT,Photo,Join us in wishing @kyrieirving of the @celtics a HAPPY 26th BIRTHDAY! #NBABDAY,2018-03-23 08:37:36,2018,March,3,Friday,morning,False
5446,372538,27367540,2018-03-23 01:06:50 EDT,Album,Swipe through to recap Thursday’s games!,2018-03-23 01:06:50,2018,March,3,Friday,deadzone,False
5447,319593,27367540,2018-03-22 22:34:21 EDT,Photo,@blakegriffin23 notches his 3rd triple-double of the season for the @detroitpistons with 21/10/10.,2018-03-22 22:34:21,2018,March,3,Thursday,night,False
5448,676075,27367540,2018-03-22 21:13:53 EDT,Video,@antdavis23 comes across to protect the paint!,2018-03-22 21:13:53,2018,March,3,Thursday,night,False
5449,676075,27367540,2018-03-22 20:36:49 EDT,Video,@juliusrandle30... end to end!,2018-03-22 20:36:49,2018,March,3,Thursday,evening,False
5450,676075,27367540,2018-03-22 20:31:59 EDT,Video,@original00g in traffic!,2018-03-22 20:31:59,2018,March,3,Thursday,evening,False
5451,741136,27367540,2018-03-22 19:50:55 EDT,Video,Feed the big man when he runs!,2018-03-22 19:50:55,2018,March,3,Thursday,evening,False
5452,782113,27367540,2018-03-22 08:21:37 EDT,Video,"35 points, 17 assists, 7 rebounds and 0 turnovers for @kingjames to lead the @cavs!",2018-03-22 08:21:37,2018,March,3,Thursday,morning,False
5453,395699,27353573,2018-03-22 00:26:10 EDT,Album,Swipe through to recap tonight’s 8-game slate!,2018-03-22 00:26:10,2018,March,3,Thursday,postgame,False
5454,264185,27353573,2018-03-21 23:07:21 EDT,Photo,?? @dwighthoward’s statline! ????,2018-03-21 23:07:21,2018,March,3,Wednesday,night,False
5455,747195,27353573,2018-03-21 22:36:57 EDT,Video,"Welcome Home, Captain DeJesus! #HoopsForTroops",2018-03-21 22:36:57,2018,March,3,Wednesday,night,False
5456,831787,27353573,2018-03-21 21:46:53 EDT,Video,"35 points, 17 assists & 7 boards for @kingjames... 23 points & 12 boards for @kevinlove!",2018-03-21 21:46:53,2018,March,3,Wednesday,night,False
5457,669907,27353573,2018-03-21 21:18:09 EDT,Video,?? @mollysullivantv and the @sixers!,2018-03-21 21:18:09,2018,March,3,Wednesday,night,False
5458,911833,27353573,2018-03-21 21:16:09 EDT,Video,@kingjames splits the defense for the SLAM!,2018-03-21 21:16:09,2018,March,3,Wednesday,night,False
5459,734376,27353573,2018-03-21 21:05:54 EDT,Video,???? @turner_myles ????,2018-03-21 21:05:54,2018,March,3,Wednesday,night,False
5460,562595,27353573,2018-03-21 21:02:56 EDT,Video,"?@bradbeal3 (23.3ppg, 4.7apg) hits the floor for today’s @WashWizards action! 9:30pm/et @nbaonespn",2018-03-21 21:02:56,2018,March,3,Wednesday,night,False
5461,741150,27353573,2018-03-21 21:02:30 EDT,Video,The rook handles the rock!,2018-03-21 21:02:30,2018,March,3,Wednesday,night,False
5462,676087,27353573,2018-03-21 21:00:18 EDT,Video,Not in @giannis_an34’s house!,2018-03-21 21:00:18,2018,March,3,Wednesday,night,False
5463,616736,27353573,2018-03-21 20:25:32 EDT,Video,@kellyolynyk threads the needle to @jrich_0!,2018-03-21 20:25:32,2018,March,3,Wednesday,evening,False
5464,294467,27353573,2018-03-21 19:51:59 EDT,Photo,"Congrats to @dwighthoward of the @hornets for moving up to 16th on the NBA's ALL-TIME REBOUNDS list!

#BuzzCity #ThisIsWhyWePlay",2018-03-21 19:51:59,2018,March,3,Wednesday,evening,False
5465,326618,27353573,2018-03-21 19:46:57 EDT,Photo,?? @demar_derozan’s #NBAKicks! ??,2018-03-21 19:46:57,2018,March,3,Wednesday,evening,False
5466,324017,27353573,2018-03-21 19:12:09 EDT,Photo,It’s GAMETIME in Cleveland @nbaonespn... who ya got?,2018-03-21 19:12:09,2018,March,3,Wednesday,evening,False
5467,523985,27353573,2018-03-21 18:31:44 EDT,Video,"@demar_derozan (23.7ppg, 5.1apg, 4rpg) prepares for tonight’s @raptors action in Cleveland 7pm/et @nbaonespn #WeTheNorth ?",2018-03-21 18:31:44,2018,March,3,Wednesday,evening,False
5468,564555,27353573,2018-03-21 13:12:15 EDT,Video,"?? of the no-look ????
•••
??: @raptors/@cavs
?: 7pm/et
??: @nbaonespn",2018-03-21 13:12:15,2018,March,3,Wednesday,afternoon,False
5469,564555,27353573,2018-03-21 13:10:07 EDT,Video,"?? of the no-look ????
•
??: @raptors/@cavs
?: 7pm/et
??: @nbaonespn",2018-03-21 13:10:07,2018,March,3,Wednesday,afternoon,False
5470,364596,27342390,2018-03-21 01:11:19 EDT,Album,14 teams hit the floor in Tuesday’s NBA action!,2018-03-21 01:11:19,2018,March,3,Wednesday,deadzone,False
5471,616747,27342390,2018-03-20 23:26:27 EDT,Video,For 40 and the @atlhawks lead... @ds17_fg gets into the lane!,2018-03-20 23:26:27,2018,March,3,Tuesday,night,False
5472,669920,27342390,2018-03-20 22:36:46 EDT,Video,?? @foestar13 for the @celtics win!,2018-03-20 22:36:46,2018,March,3,Tuesday,night,False
5473,741163,27342390,2018-03-20 22:30:23 EDT,Video,"Stepback, splash!",2018-03-20 22:30:23,2018,March,3,Tuesday,night,False
5474,676099,27342390,2018-03-20 22:02:33 EDT,Video,@shanelarkin_0 bounces around the buzzer-beater!,2018-03-20 22:02:33,2018,March,3,Tuesday,night,False
5475,621777,27342390,2018-03-20 21:43:34 EDT,Video,@cp3 debuts his new #NBAKicks tonight in Portland... 10:30pm/et @nbaontnt!,2018-03-20 21:43:34,2018,March,3,Tuesday,night,False
5476,676099,27342390,2018-03-20 21:05:37 EDT,Video,When @jaytatum0 sees an open lane...,2018-03-20 21:05:37,2018,March,3,Tuesday,night,False
5477,616747,27342390,2018-03-20 21:00:21 EDT,Video,The @rajonrondo/@antdavis23 connection!,2018-03-20 21:00:21,2018,March,3,Tuesday,night,False
5478,741163,27342390,2018-03-20 20:57:45 EDT,Video,"Derrick Rose, on the attack!",2018-03-20 20:57:45,2018,March,3,Tuesday,evening,False
5479,734389,27342390,2018-03-20 20:28:27 EDT,Video,?? @jaytatum0 ??,2018-03-20 20:28:27,2018,March,3,Tuesday,evening,False
5480,676099,27342390,2018-03-20 19:17:34 EDT,Video,@original00g breaks free for the ?? SLAM!,2018-03-20 19:17:34,2018,March,3,Tuesday,evening,False
5481,634164,27342390,2018-03-20 18:33:17 EDT,Video,"50 points, 16 rebounds, 10 assists & the @OKCThunder game-winner! #LegendaryMoments ??: #ThunderUp x #Celtics ?: 8pm/et ??: @NBAonTNT",2018-03-20 18:33:17,2018,March,3,Tuesday,evening,False
5482,474128,27342390,2018-03-20 15:56:53 EDT,Video,Ahead of tonight’s @houstonrockets/@trailblazers action (10:30pm/et @nbaontnt)... we highlight this ridiculous @damianlillard Tissot Buzzer Beater from 2014!,2018-03-20 15:56:53,2018,March,3,Tuesday,afternoon,False
5483,313142,27342390,2018-03-20 11:16:46 EDT,Photo,"Congrats to Vince Carter of the @sacramentokings for moving up to 22nd on the NBA’s ALL-TIME SCORING list! 
#ThisIsWhyWePlay #SacramentoProud",2018-03-20 11:16:46,2018,March,3,Tuesday,lunch,False
5484,338141,27330792,2018-03-19 23:44:01 EDT,Photo,"Congrats to Vince Carter of the @sacramentokings for moving up to 22nd on the NBA’s ALL-TIME SCORING list! 
#ThisIsWhyWePlay #SacramentoProud",2018-03-19 23:44:01,2018,March,3,Monday,postgame,False
5485,741177,27330792,2018-03-19 22:01:44 EDT,Video,"Great game, fellas!",2018-03-19 22:01:44,2018,March,3,Monday,night,False
5486,911866,27330792,2018-03-19 21:33:57 EDT,Video,@kingjames goes the length of the floor for his 40th point!,2018-03-19 21:33:57,2018,March,3,Monday,night,False
5487,741177,27330792,2018-03-19 21:14:04 EDT,Video,Now THAT’s an inbounds play!!,2018-03-19 21:14:04,2018,March,3,Monday,night,False
5488,307303,27330792,2018-03-19 21:12:53 EDT,Photo,@bensimmons records his 9th triple-double of the season for the @sixers with 11p/12r/15a!,2018-03-19 21:12:53,2018,March,3,Monday,night,False
5489,460133,27330792,2018-03-19 21:09:07 EDT,Photo,@kingjames records his 16th triple-double of the season for the @cavs!,2018-03-19 21:09:07,2018,March,3,Monday,night,False
5490,741177,27330792,2018-03-19 20:37:07 EDT,Video,Now THAT’S athleticism!,2018-03-19 20:37:07,2018,March,3,Monday,evening,False
5491,734402,27330792,2018-03-19 20:08:43 EDT,Video,"?? ELEVATION, by @giannis_an34",2018-03-19 20:08:43,2018,March,3,Monday,evening,False
5492,911866,27330792,2018-03-19 19:40:25 EDT,Video,Legends of The Land... Joe Thomas x @kingjames,2018-03-19 19:40:25,2018,March,3,Monday,evening,False
5493,519764,27330792,2018-03-19 18:05:57 EDT,Video,@kevinlove warms up for his return to the @cavs lineup... 7pm/et @nbaonespn!,2018-03-19 18:05:57,2018,March,3,Monday,evening,False
5494,519764,27330792,2018-03-19 16:58:52 EDT,Video,@giannis_an34 warms up for tonight’s @bucks action in Cleveland... 7pm/et @nbaonespn!,2018-03-19 16:58:52,2018,March,3,Monday,afternoon,False
5495,690311,27330792,2018-03-19 16:14:32 EDT,Video,Which was your favorite assist of the week?? #AssistsOfTheWeek,2018-03-19 16:14:32,2018,March,3,Monday,afternoon,False
5496,339655,27330792,2018-03-19 11:14:26 EDT,Album,Heading into Week 23’s action tonight... we check in with the NBA stat leaders! Any surprises?,2018-03-19 11:14:26,2018,March,3,Monday,lunch,False
5497,579936,27330792,2018-03-19 07:02:37 EDT,Video,@russwest44 (37/14/13) takes over late to lead the @okcthunder in Toronto.,2018-03-19 07:02:37,2018,March,3,Monday,morning,False
5498,259565,27330792,2018-03-19 01:07:05 EDT,Album,"The @okcthunder, @pelicansnba, @houstonrockets and @trailblazers are each victorious on Sunday!",2018-03-19 01:07:05,2018,March,3,Monday,deadzone,False
5499,345790,27320429,2018-03-19 00:51:10 EDT,Photo,13 straight wins for the @trailblazers to improve to 44-26!,2018-03-19 00:51:10,2018,March,3,Monday,postgame,False
5500,717323,27320429,2018-03-18 23:11:56 EDT,Video,"We see you, JT ?? (repost @justintimberlake & @washwizards)",2018-03-18 23:11:56,2018,March,3,Sunday,night,False
5501,793607,27320429,2018-03-18 21:22:06 EDT,Video,Derrick Rose ELEVATES in the lane!,2018-03-18 21:22:06,2018,March,3,Sunday,night,False
5502,723939,27320429,2018-03-18 20:12:15 EDT,Video,@antdavis23 shows off on BOTH ends!,2018-03-18 20:12:15,2018,March,3,Sunday,evening,False
5503,609444,27320429,2018-03-18 16:57:42 EDT,Video,"Have yourself a day, @treydaviis??The @redclawshoops guard dropped 57 points, which is good for 5th-most in a single game in #NBAGLeague history! (repost @nbagleague)",2018-03-18 16:57:42,2018,March,3,Sunday,afternoon,False
5504,266372,27320429,2018-03-18 15:40:51 EDT,Photo,"@russwest44 records his 5th straight triple-double for the @okcthunder with 37p, 14a, 13r!",2018-03-18 15:40:51,2018,March,3,Sunday,afternoon,False
5505,726462,27320429,2018-03-18 15:13:23 EDT,Video,@masfresco takes it STRONG ??,2018-03-18 15:13:23,2018,March,3,Sunday,afternoon,False
5506,733163,27320429,2018-03-18 14:57:20 EDT,Video,In & out and to the rack!,2018-03-18 14:57:20,2018,March,3,Sunday,afternoon,False
5507,266372,27320429,2018-03-18 13:30:27 EDT,Photo,"Congrats to @carmeloanthony of the @okcthunder for moving up to 19th on the NBA's ALL-TIME SCORING list! 
#ThisIsWhyWePlay #ThunderUp",2018-03-18 13:30:27,2018,March,3,Sunday,afternoon,False
5508,620961,27320429,2018-03-18 09:52:02 EDT,Video,WHAT. A. FINISH. Relive the @memphishustle's clutch shots leading to the dramatic double OT victory! (repost @nbagleague),2018-03-18 09:52:02,2018,March,3,Sunday,morning,False
5509,345466,27307476,2018-03-18 00:26:20 EDT,Photo,12 straight wins for the @trailblazers to improve to 43-26!,2018-03-18 00:26:20,2018,March,3,Sunday,postgame,False
5510,660399,27307476,2018-03-17 23:01:35 EDT,Video,@spidadmitchell threads the needle to @_dfavors15 for the SLAM!,2018-03-17 23:01:35,2018,March,3,Saturday,night,False
5511,793622,27307476,2018-03-17 23:01:33 EDT,Video,It must be the jersey!,2018-03-17 23:01:33,2018,March,3,Saturday,night,False
5512,976389,27307476,2018-03-17 22:18:33 EDT,Video,@kingjames gets UP for the SWAT!,2018-03-17 22:18:33,2018,March,3,Saturday,night,False
5513,495088,27307476,2018-03-17 21:46:30 EDT,Photo,@kingjames records his 15th triple-double of the season (70th career) for the @cavs with 25/10/10 after 3!,2018-03-17 21:46:30,2018,March,3,Saturday,night,False
5514,890675,27307476,2018-03-17 21:34:46 EDT,Video,@kingjames leads @antezizic to the rim!,2018-03-17 21:34:46,2018,March,3,Saturday,night,False
5515,724449,27307476,2018-03-17 21:21:53 EDT,Video,@jharden13 gets to the rim for the @houstonrockets!,2018-03-17 21:21:53,2018,March,3,Saturday,night,False
5516,333302,27307476,2018-03-17 20:51:51 EDT,Album,???? @marcgasol’s #NBAKicks tonight signed by @stjude patients! #HoopsForStJude #ThisIsWhyWePlay,2018-03-17 20:51:51,2018,March,3,Saturday,evening,False
5517,723953,27307476,2018-03-17 20:47:57 EDT,Video,@stephensonlance spins and goes high off the glass!,2018-03-17 20:47:57,2018,March,3,Saturday,evening,False
5518,800095,27307476,2018-03-17 19:46:23 EDT,Video,"Welcome Home, Uncle Rob! #HoopsForTroops",2018-03-17 19:46:23,2018,March,3,Saturday,evening,False
5519,330648,27307476,2018-03-17 19:44:35 EDT,Photo,"Congrats to @CP3 of the @HoustonRockets for surpassing 2,000 career STEALS! 
#Rockets #ThisIsWhyWePlay",2018-03-17 19:44:35,2018,March,3,Saturday,evening,False
5520,330648,27307476,2018-03-17 19:43:47 EDT,Photo,"Congrats to @swish41 of the @dallasmavs for moving up to 5th on the NBA’s ALL-TIME GAMES PLAYED list! 
#ThisIsWhyWePlay #MFFL",2018-03-17 19:43:47,2018,March,3,Saturday,evening,False
5521,347338,27307476,2018-03-17 12:33:26 EDT,Album,"The current NBA standings! ...
How’s your team looking?",2018-03-17 12:33:26,2018,March,3,Saturday,lunch,False
5522,409386,27293450,2018-03-17 01:09:04 EDT,Album,"12 teams in action, six winners on Friday night!",2018-03-17 01:09:04,2018,March,3,Saturday,deadzone,False
5523,742852,27293450,2018-03-17 00:23:29 EDT,Video,Nope! - @zo,2018-03-17 00:23:29,2018,March,3,Saturday,postgame,False
5524,742852,27293450,2018-03-17 00:12:14 EDT,Video,Here he comes... @brookiethewookie11 off the dribble!,2018-03-17 00:12:14,2018,March,3,Saturday,postgame,False
5525,621823,27293450,2018-03-16 22:35:03 EDT,Video,The @sixers move the ball to set up the late @atf_33 triple! #NBABreakdown,2018-03-16 22:35:03,2018,March,3,Friday,night,False
5526,334883,27293450,2018-03-16 22:14:04 EDT,Photo,The East’s best @raptors (52-17) make it 11 straight wins! ???? ??,2018-03-16 22:14:04,2018,March,3,Friday,night,False
5527,676148,27293450,2018-03-16 22:02:55 EDT,Video,@the2kferguson shows off the athleticism!,2018-03-16 22:02:55,2018,March,3,Friday,night,False
5528,676148,27293450,2018-03-16 20:59:00 EDT,Video,@doedoe_10 elevates for the vicious SLAM!,2018-03-16 20:59:00,2018,March,3,Friday,evening,False
5529,676148,27293450,2018-03-16 20:57:20 EDT,Video,@joelembiid with the Birthday Buzzer-Beater!,2018-03-16 20:57:20,2018,March,3,Friday,evening,False
5530,273288,27293450,2018-03-16 20:20:06 EDT,Photo,"Congrats to @swish41 of the @dallasmavs on becoming the 8th player in @NBAHistory to reach 11,000 FIELD GOALS MADE! 
#ThisIsWhyWePlay #MFFL",2018-03-16 20:20:06,2018,March,3,Friday,evening,False
5531,676148,27293450,2018-03-16 20:19:20 EDT,Video,@carislevert breaks it down to the rim!,2018-03-16 20:19:20,2018,March,3,Friday,evening,False
5532,741217,27293450,2018-03-16 19:28:39 EDT,Video,He did it!,2018-03-16 19:28:39,2018,March,3,Friday,evening,False
5533,922558,27293450,2018-03-16 15:34:35 EDT,Video,"Coming off last night's THUNDEROUS SLAM... we update @KingJames' TOP 5 PLAYS from season #15 (so far)!
...
?? your thoughts?",2018-03-16 15:34:35,2018,March,3,Friday,afternoon,False
5534,696227,27293450,2018-03-16 12:45:17 EDT,Video,"???? @joelembiid, through the years ???? #NBABDAY",2018-03-16 12:45:17,2018,March,3,Friday,lunch,False
5535,274511,27293450,2018-03-16 09:58:12 EDT,Photo,Join us in wishing @joelembiid of the @sixers a HAPPY 24th BIRTHDAY! #NBABDAY,2018-03-16 09:58:12,2018,March,3,Friday,morning,False
5536,274511,27293450,2018-03-16 08:30:40 EDT,Photo,Join us in wishing @blakegriffin23 of the @detroitpistons a HAPPY 29th BIRTHDAY! #NBABDAY,2018-03-16 08:30:40,2018,March,3,Friday,morning,False
5537,372327,27280967,2018-03-16 00:43:13 EDT,Album,18 teams hit the floor on a busy Thursday night of NBA hoops!,2018-03-16 00:43:13,2018,March,3,Friday,postgame,False
5538,338370,27280967,2018-03-16 00:22:44 EDT,Photo,11 straight wins for the @trailblazers to improve to 42-26!,2018-03-16 00:22:44,2018,March,3,Friday,postgame,False
5539,760567,27280967,2018-03-16 00:15:43 EDT,Video,“One of those ‘how did he do that’ moments!”,2018-03-16 00:15:43,2018,March,3,Friday,postgame,False
5540,319411,27280967,2018-03-15 23:30:06 EDT,Photo,@nicbatum88 records his second triple-double of the season for the @hornets with 10p/10r/16a!,2018-03-15 23:30:06,2018,March,3,Thursday,postgame,False
5541,319411,27280967,2018-03-15 23:07:20 EDT,Photo,@jokara95 records his 8th triple-double of the season for the @nuggets with 23/10/10!,2018-03-15 23:07:20,2018,March,3,Thursday,night,False
5542,692651,27280967,2018-03-15 22:44:37 EDT,Video,???????? The crowd reactions though! #PhantomCam,2018-03-15 22:44:37,2018,March,3,Thursday,night,False
5543,386735,27280967,2018-03-15 22:25:45 EDT,Photo,EYES on the PRIZE!,2018-03-15 22:25:45,2018,March,3,Thursday,night,False
5544,990554,27280967,2018-03-15 22:22:46 EDT,Video,?? @kingjames on the attack ??,2018-03-15 22:22:46,2018,March,3,Thursday,night,False
5545,669980,27280967,2018-03-15 22:18:28 EDT,Video,?? @ruuufio to ?? @spidadmitchell!,2018-03-15 22:18:28,2018,March,3,Thursday,night,False
5546,734455,27280967,2018-03-15 22:09:44 EDT,Video,?? @rudygobert27 ??,2018-03-15 22:09:44,2018,March,3,Thursday,night,False
5547,681676,27280967,2018-03-15 21:38:36 EDT,Video,"Great job, @joeingles7! #ThisIsWhyWePlay",2018-03-15 21:38:36,2018,March,3,Thursday,night,False
5548,352873,27280967,2018-03-15 21:35:13 EDT,Photo,?? straight wins for the East’s best @raptors (51-17)!,2018-03-15 21:35:13,2018,March,3,Thursday,night,False
5549,734455,27280967,2018-03-15 21:08:35 EDT,Video,@_tonyparker09 turns on the ???? to beat the buzzer!,2018-03-15 21:08:35,2018,March,3,Thursday,night,False
5550,676160,27280967,2018-03-15 20:00:52 EDT,Video,@vicoladipo stops on a dime for the transition triple!,2018-03-15 20:00:52,2018,March,3,Thursday,evening,False
5551,569825,27280967,2018-03-15 18:40:08 EDT,Video,@joelembiid gets behind the register at the @nbastore!,2018-03-15 18:40:08,2018,March,3,Thursday,evening,False
5552,702662,27280967,2018-03-15 11:37:51 EDT,Video,"Midway through March, check out the TOP 3 #KumhoHandles!",2018-03-15 11:37:51,2018,March,3,Thursday,lunch,False
5553,314657,27265726,2018-03-15 01:13:56 EDT,Album,"The @washwizards (2OT), @sacramentokings (OT), @orlandomagic and @warriors each win on Wednesday night!",2018-03-15 01:13:56,2018,March,3,Thursday,deadzone,False
5554,693812,27265726,2018-03-15 00:33:13 EDT,Video,@swipathefox wasn’t ready to go home yet!,2018-03-15 00:33:13,2018,March,3,Thursday,postgame,False
5555,632905,27265726,2018-03-15 00:11:38 EDT,Video,@zo’s HUSTLE beats the buzzer for the @lakers!,2018-03-15 00:11:38,2018,March,3,Thursday,postgame,False
5556,616814,27265726,2018-03-14 22:52:49 EDT,Video,@ottodayporter22 finds the open Jodie Meeks in the corner to send us to OT @nbaonespn!,2018-03-14 22:52:49,2018,March,3,Wednesday,night,False
5557,591444,27265726,2018-03-14 22:00:26 EDT,Video,@zo hits the floor pre-game for warm-ups! @lakers take on @warriors at 10:30 pm/et on @nbaonespn. #NBARooks,2018-03-14 22:00:26,2018,March,3,Wednesday,night,False
5558,433103,27265726,2018-03-14 21:31:44 EDT,Photo,"On his 30th birthday, @stephencurry30 is bringing the ?? with the Curry 5’s! #NBAKicks",2018-03-14 21:31:44,2018,March,3,Wednesday,night,False
5559,616814,27265726,2018-03-14 20:42:08 EDT,Video,@jaytatum0 weaves through for the SLAM @nbaonespn!!,2018-03-14 20:42:08,2018,March,3,Wednesday,evening,False
5560,541977,27265726,2018-03-14 18:42:20 EDT,Video,Ball out hustle... @zo and the @lakers visit the @warriors 10:30pm/et @nbaonespn!,2018-03-14 18:42:20,2018,March,3,Wednesday,evening,False
5561,730190,27265726,2018-03-14 16:09:35 EDT,Video,?? 30 for 30... HAPPY BIRTHDAY @stephencurry30! ??,2018-03-14 16:09:35,2018,March,3,Wednesday,afternoon,False
5562,282083,27265726,2018-03-14 14:49:58 EDT,Album,Checking in with the 53-14 (best record in NBA) @houstonrockets! ?? #RocketsAllAccess,2018-03-14 14:49:58,2018,March,3,Wednesday,afternoon,False
5563,579375,27265726,2018-03-14 12:35:48 EDT,Video,"?? triple-doubles for @russwest44 ... just the fourth player in @nbahistory!

#NBASoundUp ??: @gallo_locknez",2018-03-14 12:35:48,2018,March,3,Wednesday,lunch,False
5564,417429,27265726,2018-03-14 08:34:14 EDT,Photo,Join us in wishing @stephencurry30 of the @warriors a HAPPY 30th BIRTHDAY! #NBABDAY,2018-03-14 08:34:14,2018,March,3,Wednesday,morning,False
5565,753629,27265726,2018-03-14 03:15:47 EDT,Video,@russwest44 records triple-double ?? with 32p/12r/12a!,2018-03-14 03:15:47,2018,March,3,Wednesday,deadzone,False
5566,364378,27251542,2018-03-14 01:35:02 EDT,Album,22 teams hit the floor on a busy Tuesday night around the Association!,2018-03-14 01:35:02,2018,March,3,Wednesday,deadzone,False
5567,632917,27251542,2018-03-14 00:57:05 EDT,Video,@isaiahthomas freezes the defense and gets into the lane for the @lakers!,2018-03-14 00:57:05,2018,March,3,Wednesday,postgame,False
5568,450615,27251542,2018-03-14 00:01:34 EDT,Photo,"@kingjames records his 14th triple-double of the season for the @cavs, a new season-high for his career!",2018-03-14 00:01:34,2018,March,3,Wednesday,postgame,False
5569,911965,27251542,2018-03-13 23:48:05 EDT,Video,Year 15... @kingjames windmill alert!!,2018-03-13 23:48:05,2018,March,3,Tuesday,postgame,False
5570,831907,27251542,2018-03-13 23:18:08 EDT,Video,@kingjames tosses a strike for the @kkorv26 triple!,2018-03-13 23:18:08,2018,March,3,Tuesday,night,False
5571,676185,27251542,2018-03-13 23:15:35 EDT,Video,?? @spidadmitchell from distance!!,2018-03-13 23:15:35,2018,March,3,Tuesday,night,False
5572,990590,27251542,2018-03-13 23:04:36 EDT,Video,?? @kingjames makes it easy for his teammates!,2018-03-13 23:04:36,2018,March,3,Tuesday,night,False
