,Unnamed: 0,Engagements,Followers,Created,Type,Description,datetime,year,month,month_int,weekday,day_time,is_playoffs,clean_words,season_yr,is_season,is_finals,Followers_Mentioned,all_nba,league_type,same_day_post
6502,6502,639380,26309441,2018-01-11 21:22:54 EST,Video,@jakobâ€™s BLOCK Sparks the @raptors break!,2018-01-11 21:22:54,2018,January,1,Thursday,night,False,jakobâ block sparks raptors break,2018.0,True,False,2400000,0,1,0
6503,6503,794849,26309441,2018-01-11 18:48:14 EST,Video,@kyrieirving and @joelembiid sign off from #NBALondon!,2018-01-11 18:48:14,2018,January,1,Thursday,evening,False,kyrieirving joelembiid sign nbalondon,2018.0,True,False,0,1,1,1
6504,6504,491527,26309441,2018-01-11 18:00:21 EST,Video,Lethal scorer @demar_derozan and the @raptors host the @cavs 8pm/et @nbaontnt!,2018-01-11 18:00:21,2018,January,1,Thursday,evening,False,lethal scorer demar_derozan raptors host cavs 8pm et nbaontnt,2018.0,True,False,9600000,1,1,1
6505,6505,595501,26309441,2018-01-11 15:24:12 EST,Video,@joelembiid finds the cutting @jjredick! #NBALondon,2018-01-11 15:24:12,2018,January,1,Thursday,afternoon,False,joelembiid finds cutting jjredick nbalondon,2018.0,True,False,0,1,1,0
6506,6506,652808,26309441,2018-01-11 14:49:53 EST,Video,He donâ€™ know ....@michaeldapaah_ canâ€™t decide... who ya got at #NBALondon?,2018-01-11 14:49:53,2018,January,1,Thursday,afternoon,False,donâ know michaeldapaah_ canâ decide ya got nbalondon,2018.0,True,False,0,0,1,1
6507,6507,331641,26309441,2018-01-11 14:08:27 EST,Album,The Second #NBAAllStar Returns (repost @nbaallstar) VOTE: NBA.com/vote,2018-01-11 14:08:27,2018,January,1,Thursday,afternoon,False,second nbaallstar returns repost nbaallstar vote nba com vote,2018.0,True,False,0,0,1,1
6508,6508,533904,26309441,2018-01-11 13:50:12 EST,Video,@bensimmons & @joelembiid get loose for @sixers / @celtics in London! ????,2018-01-11 13:50:12,2018,January,1,Thursday,afternoon,False,bensimmons joelembiid get loose sixers celtics london,2018.0,True,False,6100000,1,1,0
6509,6509,340131,26309441,2018-01-11 12:02:08 EST,Photo,#NBALondon action between the @sixers and @celtics tips off 3pm/et @nbatv!,2018-01-11 12:02:08,2018,January,1,Thursday,lunch,False,nbalondon action sixers celtics tips 3pm et nbatv,2018.0,True,False,6100000,0,1,0
6510,6510,659065,26309441,2018-01-11 11:12:31 EST,Video,"We celebrate @kevindurant reaching 20,000 career points with his BEST PLAYS!",2018-01-11 11:12:31,2018,January,1,Thursday,lunch,False,celebrate kevindurant reaching 20 000 career points best plays,2018.0,True,False,0,1,1,0
6511,6511,379357,26309441,2018-01-11 09:35:20 EST,Video,"@joelembiid, @markellefultz & @jusanderson1 of the @sixers hit the Stamford Bridge ?? field with @davidluiz_4, @hazardeden_10 & @thibautcourtois of @chelseafc! #NBALondon ????",2018-01-11 09:35:20,2018,January,1,Thursday,morning,False,joelembiid markellefultz jusanderson1 sixers hit stamford bridge field davidluiz_4 hazardeden_10 thibautcourtois chelseafc nbalondon,2018.0,True,False,1900000,1,1,1
6512,6512,601208,26309441,2018-01-11 09:05:52 EST,Video,@louwillville puts up a career-high 50... the most by @laclippers player since 1990!,2018-01-11 09:05:52,2018,January,1,Thursday,morning,False,louwillville puts career high 50 laclippers player since 1990,2018.0,True,False,2100000,0,1,1
6513,6513,430151,26309441,2018-01-11 01:21:16 EST,Album,Swipe through to recap an action packed night around the Association!,2018-01-11 01:21:16,2018,January,1,Thursday,deadzone,False,swipe recap action packed night around association,2018.0,True,False,0,0,1,0
6514,6514,656072,26295725,2018-01-11 00:32:13 EST,Video,@chicagobulls rook @laurimarkkanen puts up 33 points with 8 triples at MSG!,2018-01-11 00:32:13,2018,January,1,Thursday,postgame,False,chicagobulls rook laurimarkkanen puts 33 points 8 triples msg,2018.0,True,False,4400000,0,1,0
6515,6515,706640,26295725,2018-01-10 23:46:06 EST,Video,"@kevindurant scores his 25th point of the first half to eclipse 20,000 career points! #thisiswhyweplay",2018-01-10 23:46:06,2018,January,1,Wednesday,postgame,False,kevindurant scores 25th point first half eclipse 20 000 career points thisiswhyweplay,2018.0,True,False,0,1,1,1
6516,6516,339291,26295725,2018-01-10 23:39:30 EST,Photo,"Congrats to @kevindurant of the @warriors for becoming the 44th player in @NBAHistory to reach 20,000 points! 
#DubNation #ThisIsWhyWePlay",2018-01-10 23:39:30,2018,January,1,Wednesday,postgame,False,congrats kevindurant warriors becoming 44th player nbahistory reach 20 000 points dubnation thisiswhyweplay,2018.0,True,False,12100000,1,1,1
6517,6517,700923,26295725,2018-01-10 22:52:58 EST,Video,@thats_g_ has that DUNK MOOD!,2018-01-10 22:52:58,2018,January,1,Wednesday,night,False,thats_g_ dunk mood,2018.0,True,False,0,0,1,1
6518,6518,761353,26295725,2018-01-10 22:40:34 EST,Video,@cp3 puts the ?? on his season-high 37!,2018-01-10 22:40:34,2018,January,1,Wednesday,night,False,cp3 puts season high 37,2018.0,True,False,0,0,1,1
6519,6519,700923,26295725,2018-01-10 22:24:20 EST,Video,@officialeg10 follows his shot for the SLAM!,2018-01-10 22:24:20,2018,January,1,Wednesday,night,False,officialeg10 follows shot slam,2018.0,True,False,0,0,1,1
6520,6520,700923,26295725,2018-01-10 22:08:46 EST,Video,@kporzeeâ€™s SLAM sends us to double-OT!,2018-01-10 22:08:46,2018,January,1,Wednesday,night,False,kporzeeâ slam sends us double ot,2018.0,True,False,0,1,1,1
6521,6521,639392,26295725,2018-01-10 21:51:47 EST,Video,Blocks on both ends sends @chicagobulls/@nyknicks to OT!,2018-01-10 21:51:47,2018,January,1,Wednesday,night,False,blocks ends sends chicagobulls nyknicks ot,2018.0,True,False,6400000,0,1,1
6522,6522,639392,26295725,2018-01-10 21:42:14 EST,Video,@damianlillard on the attack for the @trailblazers!,2018-01-10 21:42:14,2018,January,1,Wednesday,night,False,damianlillard attack trailblazers,2018.0,True,False,1400000,1,1,1
6523,6523,639392,26295725,2018-01-10 21:09:36 EST,Video,@laurimarkkanen takes it STRONG for the @chicagobulls!,2018-01-10 21:09:36,2018,January,1,Wednesday,night,False,laurimarkkanen takes strong chicagobulls,2018.0,True,False,4400000,0,1,1
6524,6524,700923,26295725,2018-01-10 20:40:24 EST,Video,â€œWhat a shot by @vicoladipo!â€,2018-01-10 20:40:24,2018,January,1,Wednesday,evening,False,â œwhat shot vicoladipo â,2018.0,True,False,0,1,1,1
6525,6525,334898,26295725,2018-01-10 20:12:31 EST,Album,The @sixers & @celtics take in Stamford Bridge for @chelseafc / @arsenal! #NBALondon ????????,2018-01-10 20:12:31,2018,January,1,Wednesday,evening,False,sixers celtics take stamford bridge chelseafc arsenal nbalondon,2018.0,True,False,6100000,0,1,1
6526,6526,700923,26295725,2018-01-10 19:58:34 EST,Video,@kporzee spins for the MONSTER SLAM!,2018-01-10 19:58:34,2018,January,1,Wednesday,evening,False,kporzee spins monster slam,2018.0,True,False,0,1,1,1
6527,6527,706640,26295725,2018-01-10 19:02:26 EST,Video,Another Dunk Show breaks out at @celtics practice in London! #NBALondon,2018-01-10 19:02:26,2018,January,1,Wednesday,evening,False,another dunk show breaks celtics practice london nbalondon,2018.0,True,False,4200000,0,1,1
6528,6528,595511,26295725,2018-01-10 17:13:33 EST,Video,@russwest44 and his crazy athleticism take centerstage 8pm/et @nbaonespn! #NBABreakdown,2018-01-10 17:13:33,2018,January,1,Wednesday,evening,False,russwest44 crazy athleticism take centerstage 8pm et nbaonespn nbabreakdown,2018.0,True,False,0,1,1,0
6529,6529,305568,26295725,2018-01-10 14:45:45 EST,Album,The @sixers prepare for Thursdayâ€™s #NBALondon action!,2018-01-10 14:45:45,2018,January,1,Wednesday,afternoon,False,sixers prepare thursdayâ nbalondon action,2018.0,True,False,1900000,0,1,0
6530,6530,399240,26295725,2018-01-10 11:03:12 EST,Album,The @celtics prepare for Thursdayâ€™s #NBALondon action!,2018-01-10 11:03:12,2018,January,1,Wednesday,lunch,False,celtics prepare thursdayâ nbalondon action,2018.0,True,False,4200000,0,1,0
6531,6531,325388,26295725,2018-01-10 09:09:46 EST,Album,The @sixers check out Tower Bridge at #NBALondon! ??????,2018-01-10 09:09:46,2018,January,1,Wednesday,morning,False,sixers check tower bridge nbalondon,2018.0,True,False,1900000,0,1,0
6532,6532,600583,26295725,2018-01-10 07:54:13 EST,Video,"@thierryhenry & @jjredick surprise @frenchtouch20, a huge Henry growing up! ?? x ?? #NBALondon ????",2018-01-10 07:54:13,2018,January,1,Wednesday,morning,False,thierryhenry jjredick surprise frenchtouch20 huge henry growing x nbalondon,2018.0,True,False,0,0,1,0
6533,6533,301397,26295725,2018-01-10 03:26:59 EST,Album,The @trailblazers @miamiheat @dallasmavs and @lakers each WIN on Tuesday!,2018-01-10 03:26:59,2018,January,1,Wednesday,deadzone,False,trailblazers miamiheat dallasmavs lakers win tuesday,2018.0,True,False,14400000,0,1,0
6534,6534,788421,26295725,2018-01-10 00:32:18 EST,Video,Give it & go!,2018-01-10 00:32:18,2018,January,1,Wednesday,postgame,False,give go,2018.0,True,False,0,0,1,0
6535,6535,768390,26280433,2018-01-09 23:28:50 EST,Video,Using the window!,2018-01-09 23:28:50,2018,January,1,Tuesday,night,False,using window,2018.0,True,False,0,0,1,0
6536,6536,700936,26280433,2018-01-09 22:31:02 EST,Video,@original00g wanted that one!,2018-01-09 22:31:02,2018,January,1,Tuesday,night,False,original00g wanted one,2018.0,True,False,0,0,1,1
6537,6537,639403,26280433,2018-01-09 22:01:31 EST,Video,@wayne_elli drives baseline for the @miamiheat win in a frantic finish!,2018-01-09 22:01:31,2018,January,1,Tuesday,night,False,wayne_elli drives baseline miamiheat win frantic finish,2018.0,True,False,3400000,0,1,1
6538,6538,639403,26280433,2018-01-09 21:09:19 EST,Video,@russwest44 finds @ygtrece!,2018-01-09 21:09:19,2018,January,1,Tuesday,night,False,russwest44 finds ygtrece,2018.0,True,False,0,1,1,0
6539,6539,700936,26280433,2018-01-09 20:42:46 EST,Video,@the_1_dragon with the dime!,2018-01-09 20:42:46,2018,January,1,Tuesday,evening,False,the_1_dragon dime,2018.0,True,False,0,1,1,0
6540,6540,794036,26280433,2018-01-09 13:31:59 EST,Video,@kyrieirving checks in from London ahead of Thursdayâ€™s @celtics/@sixers #NBALondon action! #GlobalGame????,2018-01-09 13:31:59,2018,January,1,Tuesday,afternoon,False,kyrieirving checks london ahead thursdayâ celtics sixers nbalondon action globalgame,2018.0,True,False,6100000,2,1,0
6541,6541,664464,26280433,2018-01-09 10:12:50 EST,Video,@quese recovers for the Block of the Week! #Mobil1Blocks,2018-01-09 10:12:50,2018,January,1,Tuesday,morning,False,quese recovers block week mobil1blocks,2018.0,True,False,0,0,1,0
6542,6542,656096,26266828,2018-01-09 01:05:45 EST,Video,@c_will_21 for the @laclippers W!,2018-01-09 01:05:45,2018,January,1,Tuesday,deadzone,False,c_will_21 laclippers w,2018.0,True,False,2100000,0,1,0
6543,6543,346507,26266828,2018-01-09 00:31:49 EST,Photo,@jokara95 notches his first triple-double of the season for the @nuggets,2018-01-09 00:31:49,2018,January,1,Tuesday,postgame,False,jokara95 notches first triple double season nuggets,2018.0,True,False,946000,0,1,1
6544,6544,773995,26266828,2018-01-09 00:16:45 EST,Video,@stephencurry30 pulls up in transition!,2018-01-09 00:16:45,2018,January,1,Tuesday,postgame,False,stephencurry30 pulls transition,2018.0,True,False,0,2,1,1
6545,6545,700949,26266828,2018-01-08 23:43:31 EST,Video,@louwillville takes it STRONG!,2018-01-08 23:43:31,2018,January,1,Monday,postgame,False,louwillville takes strong,2018.0,True,False,0,0,1,0
6546,6546,404417,26266828,2018-01-08 23:21:34 EST,Photo,Bad Boys of The North!,2018-01-08 23:21:34,2018,January,1,Monday,night,False,bad boys north,2018.0,True,False,0,0,1,0
6547,6547,768404,26266828,2018-01-08 22:20:12 EST,Video,Jamal Crawford droppinâ€™ dimes!,2018-01-08 22:20:12,2018,January,1,Monday,night,False,jamal crawford droppinâ dimes,2018.0,True,False,0,0,1,0
6548,6548,639415,26266828,2018-01-08 21:14:54 EST,Video,@jimmybutler spins and beats the horn for the @timberwolves!,2018-01-08 21:14:54,2018,January,1,Monday,night,False,jimmybutler spins beats horn timberwolves,2018.0,True,False,1500000,1,1,1
6549,6549,768404,26266828,2018-01-08 21:01:28 EST,Video,â€œThat ball will never be the same!â€,2018-01-08 21:01:28,2018,January,1,Monday,night,False,â œthat ball never â,2018.0,True,False,0,0,1,1
6550,6550,639415,26266828,2018-01-08 20:58:32 EST,Video,"With this triple, @kkorv26 passed Paul Pierce (2,143) for 4th most three pointers made in @nbahistory!",2018-01-08 20:58:32,2018,January,1,Monday,evening,False,triple kkorv26 passed paul pierce 2 143 4th three pointers made nbahistory,2018.0,True,False,0,0,1,1
6551,6551,706666,26266828,2018-01-08 20:11:48 EST,Video,Helping daddy (@jrue_holiday11) get ready for work! #ThisIsWhyWePlay,2018-01-08 20:11:48,2018,January,1,Monday,evening,False,helping daddy jrue_holiday11 get ready work thisiswhyweplay,2018.0,True,False,0,0,1,1
6552,6552,700949,26266828,2018-01-08 19:43:42 EST,Video,@stephensonlance is HYPED early!,2018-01-08 19:43:42,2018,January,1,Monday,evening,False,stephensonlance hyped early,2018.0,True,False,0,0,1,0
6553,6553,590715,26266828,2018-01-08 18:50:26 EST,Video,Eastern Conference Player of the Week @demar_derozan warms up for tonightâ€™s @raptors action in Brooklyn!,2018-01-08 18:50:26,2018,January,1,Monday,evening,False,eastern conference player week demar_derozan warms tonightâ raptors action brooklyn,2018.0,True,False,3600000,1,1,0
6554,6554,715670,26266828,2018-01-08 14:57:44 EST,Video,The TOP #AssistsOfTheWeek... which was your fave?,2018-01-08 14:57:44,2018,January,1,Monday,afternoon,False,top assistsoftheweek fave,2018.0,True,False,0,0,1,0
6555,6555,350875,26266828,2018-01-08 12:30:47 EST,Album,"Ahead of Week 13, we check in with the stat leaders for the 2017-18 season!",2018-01-08 12:30:47,2018,January,1,Monday,lunch,False,ahead week 13 check stat leaders 2017 18 season,2018.0,True,False,0,0,1,0
6556,6556,335510,26266828,2018-01-08 11:33:55 EST,Photo,Thereâ€™s just ONE WEEK left to vote for YOUR @nbaallstar starters (link in bio)!,2018-01-08 11:33:55,2018,January,1,Monday,lunch,False,thereâ one week left vote nbaallstar starters link bio,2018.0,True,False,0,0,1,0
6557,6557,664476,26266828,2018-01-08 07:52:59 EST,Video,Derek Harperâ€™s @dallasmavs #12 goes to the rafters in Dallas!,2018-01-08 07:52:59,2018,January,1,Monday,morning,False,derek harperâ dallasmavs 12 goes rafters dallas,2018.0,True,False,1200000,0,1,0
6558,6558,413549,26250584,2018-01-08 00:23:28 EST,Album,10 teams hit the floor on Sunday!,2018-01-08 00:23:28,2018,January,1,Monday,postgame,False,10 teams hit floor sunday,2018.0,True,False,0,0,1,0
6559,6559,684647,26250584,2018-01-07 23:30:18 EST,Video,@3jmccollum for the @trailblazers win!,2018-01-07 23:30:18,2018,January,1,Sunday,postgame,False,3jmccollum trailblazers win,2018.0,True,False,1400000,0,1,0
6560,6560,333694,26250584,2018-01-07 22:08:10 EST,Photo,@russwest44 notches his 14th triple-double of the season for the @okcthunder,2018-01-07 22:08:10,2018,January,1,Sunday,night,False,russwest44 notches 14th triple double season okcthunder,2018.0,True,False,4200000,1,1,0
6561,6561,750534,26250584,2018-01-07 21:51:45 EST,Video,"Get UP, @stevenadams!",2018-01-07 21:51:45,2018,January,1,Sunday,night,False,get stevenadams,2018.0,True,False,0,0,1,1
6562,6562,684647,26250584,2018-01-07 21:33:21 EST,Video,@shabazznap13r uses his crossover to get to the bucket for the @trailblazers!,2018-01-07 21:33:21,2018,January,1,Sunday,night,False,shabazznap13r uses crossover get bucket trailblazers,2018.0,True,False,1400000,0,1,1
6563,6563,684647,26250584,2018-01-07 20:59:58 EST,Video,@draganbender35 protects the paint for the @suns!,2018-01-07 20:59:58,2018,January,1,Sunday,evening,False,draganbender35 protects paint suns,2018.0,True,False,1000000,0,1,1
6564,6564,750534,26250584,2018-01-07 20:31:50 EST,Video,@kporzee steps back!,2018-01-07 20:31:50,2018,January,1,Sunday,evening,False,kporzee steps back,2018.0,True,False,0,1,1,1
6565,6565,699026,26250584,2018-01-07 18:21:00 EST,Video,@jjbarea11 warms up with his son in Dallas! #ThisIsWhyWePlay,2018-01-07 18:21:00,2018,January,1,Sunday,evening,False,jjbarea11 warms son dallas thisiswhyweplay,2018.0,True,False,1200000,0,1,0
6566,6566,632502,26250584,2018-01-07 17:58:29 EST,Video,@jrich_0 drives for the @miamiheat W!,2018-01-07 17:58:29,2018,January,1,Sunday,evening,False,jrich_0 drives miamiheat w,2018.0,True,False,3400000,0,1,1
6567,6567,693370,26250584,2018-01-07 17:05:47 EST,Video,@spidadmitchell shows off the bounce in Miami!,2018-01-07 17:05:47,2018,January,1,Sunday,evening,False,spidadmitchell shows bounce miami,2018.0,True,False,3400000,0,1,1
6568,6568,759457,26250584,2018-01-07 08:01:53 EST,Video,@stephencurry30 puts up a season-high 45 in 29 minutes of action Saturday!,2018-01-07 08:01:53,2018,January,1,Sunday,morning,False,stephencurry30 puts season high 45 29 minutes action saturday,2018.0,True,False,0,2,1,0
6569,6569,413159,26236679,2018-01-07 00:41:23 EST,Album,Swipe through to recap Saturdayâ€™s 8 games!,2018-01-07 00:41:23,2018,January,1,Sunday,postgame,False,swipe recap saturdayâ 8 games,2018.0,True,False,0,0,1,0
6570,6570,684659,26236679,2018-01-06 21:48:24 EST,Video,@cediosman lets it fly to @kevinlove!,2018-01-06 21:48:24,2018,January,1,Saturday,night,False,cediosman lets fly kevinlove,2018.0,True,False,0,1,1,1
6571,6571,1020514,26236679,2018-01-06 21:23:54 EST,Video,@kingjames takes flight! #PosterAlert,2018-01-06 21:23:54,2018,January,1,Saturday,night,False,kingjames takes flight posteralert,2018.0,True,False,0,2,1,1
6572,6572,750547,26236679,2018-01-06 21:08:05 EST,Video,"Throw it down, @leafsquad!",2018-01-06 21:08:05,2018,January,1,Saturday,night,False,throw leafsquad,2018.0,True,False,0,0,1,1
6573,6573,750547,26236679,2018-01-06 20:03:16 EST,Video,@_bigjayy_ with the emphatic denial!,2018-01-06 20:03:16,2018,January,1,Saturday,evening,False,_bigjayy_ emphatic denial,2018.0,True,False,0,0,1,0
6574,6574,743687,26236679,2018-01-06 19:20:05 EST,Video,@vicoladipo returns to action with a ?? for the @pacers!,2018-01-06 19:20:05,2018,January,1,Saturday,evening,False,vicoladipo returns action pacers,2018.0,True,False,1500000,1,1,0
6575,6575,760110,26236679,2018-01-06 17:43:40 EST,Video,â€œYou never know when something special is going to happen!â€,2018-01-06 17:43:40,2018,January,1,Saturday,evening,False,â œyou never know something special going happen â,2018.0,True,False,0,0,1,0
6576,6576,649035,26236679,2018-01-06 10:26:53 EST,Video,@ygtrece shares his passion for fishing with kids in OKC on todayâ€™s #InsideStuff 6:30pm/et @nbatv.,2018-01-06 10:26:53,2018,January,1,Saturday,morning,False,ygtrece shares passion fishing kids okc todayâ insidestuff 6 30pm et nbatv,2018.0,True,False,0,1,1,0
6577,6577,444936,26217395,2018-01-06 00:57:42 EST,Album,"20 teams in action, 10 winners!",2018-01-06 00:57:42,2018,January,1,Saturday,postgame,False,20 teams action 10 winners,2018.0,True,False,0,0,1,0
6578,6578,768446,26217395,2018-01-05 23:50:49 EST,Video,?? from behind!,2018-01-05 23:50:49,2018,January,1,Friday,postgame,False,behind,2018.0,True,False,0,0,1,0
6579,6579,700987,26217395,2018-01-05 23:27:08 EST,Video,"@jeremylamb1, cleared for takeoff!",2018-01-05 23:27:08,2018,January,1,Friday,night,False,jeremylamb1 cleared takeoff,2018.0,True,False,0,0,1,1
6580,6580,761422,26217395,2018-01-05 23:19:35 EST,Video,@johnwall breaks free in Memphis ??,2018-01-05 23:19:35,2018,January,1,Friday,night,False,johnwall breaks free memphis,2018.0,True,False,740000,1,1,1
6581,6581,700987,26217395,2018-01-05 23:00:45 EST,Video,@zo back!,2018-01-05 23:00:45,2018,January,1,Friday,night,False,zo back,2018.0,True,False,0,0,1,1
6582,6582,700987,26217395,2018-01-05 22:37:56 EST,Video,"Too smooth, @thats_g_!",2018-01-05 22:37:56,2018,January,1,Friday,night,False,smooth thats_g_,2018.0,True,False,0,0,1,1
6583,6583,700987,26217395,2018-01-05 22:33:51 EST,Video,@dougmcd03 sends it to OT in Miami!,2018-01-05 22:33:51,2018,January,1,Friday,night,False,dougmcd03 sends ot miami,2018.0,True,False,3400000,0,1,1
6584,6584,768446,26217395,2018-01-05 21:43:27 EST,Video,Kawhi takes it up & under!,2018-01-05 21:43:27,2018,January,1,Friday,night,False,kawhi takes,2018.0,True,False,0,1,1,1
6585,6585,700987,26217395,2018-01-05 21:03:30 EST,Video,@giannis_an34 uses his length to play receiver!,2018-01-05 21:03:30,2018,January,1,Friday,night,False,giannis_an34 uses length play receiver,2018.0,True,False,0,1,1,1
6586,6586,639450,26217395,2018-01-05 20:55:11 EST,Video,@gmb_chum12 gets into the lane for the @celtics!,2018-01-05 20:55:11,2018,January,1,Friday,evening,False,gmb_chum12 gets lane celtics,2018.0,True,False,4200000,0,1,1
6587,6587,700987,26217395,2018-01-05 20:09:12 EST,Video,@joelembiid gets it to fall!,2018-01-05 20:09:12,2018,January,1,Friday,evening,False,joelembiid gets fall,2018.0,True,False,0,1,1,1
6588,6588,700987,26217395,2018-01-05 19:32:01 EST,Video,"Throw it down, @jaytatum0!",2018-01-05 19:32:01,2018,January,1,Friday,evening,False,throw jaytatum0,2018.0,True,False,0,0,1,0
6589,6589,543283,26217395,2018-01-05 13:43:41 EST,Video,Defense and hustle wins! #NBABreakdown ? ? ? ? ? @timberwolves/@celtics 7pm/et @nbaonespn ????????? ?????????,2018-01-05 13:43:41,2018,January,1,Friday,afternoon,False,defense hustle wins nbabreakdown timberwolves celtics 7pm et nbaonespn,2018.0,True,False,5700000,0,1,0
6590,6590,389827,26203147,2018-01-05 01:16:48 EST,Album,Triple-Doubles headline tonightâ€™s @warriors and @okcthunder victories!,2018-01-05 01:16:48,2018,January,1,Friday,deadzone,False,triple doubles headline tonightâ warriors okcthunder victories,2018.0,True,False,16300000,0,1,1
6591,6591,788507,26203147,2018-01-05 01:15:10 EST,Video,Cool him off!,2018-01-05 01:15:10,2018,January,1,Friday,deadzone,False,cool,2018.0,True,False,0,0,1,1
6592,6592,334211,26203147,2018-01-05 01:03:17 EST,Photo,@russwest44 notches his 13th triple-double of the season for the @okcthunder with 29p/12r/11a!,2018-01-05 01:03:17,2018,January,1,Friday,deadzone,False,russwest44 notches 13th triple double season okcthunder 29p 12r 11a,2018.0,True,False,4200000,1,1,1
6593,6593,700999,26203147,2018-01-04 23:33:08 EST,Video,NOPE! - @jeramigrant,2018-01-04 23:33:08,2018,January,1,Thursday,postgame,False,nope jeramigrant,2018.0,True,False,0,0,1,0
6594,6594,700999,26203147,2018-01-04 23:23:42 EST,Video,"With this bucket, @carmeloanthony passes Patrick Ewing for 21st on the all-time scoring list!",2018-01-04 23:23:42,2018,January,1,Thursday,night,False,bucket carmeloanthony passes patrick ewing 21st time scoring list,2018.0,True,False,0,0,1,0
6595,6595,404912,26203147,2018-01-04 22:31:36 EST,Photo,The @warriors improve to 21-0 all-time when @money23green records a triple-double with tonightâ€™s 17p/14r/10a!,2018-01-04 22:31:36,2018,January,1,Thursday,night,False,warriors improve 21 0 time money23green records triple double tonightâ 17p 14r 10a,2018.0,True,False,12100000,1,1,0
6596,6596,761436,26203147,2018-01-04 21:58:34 EST,Video,???? @g.green14 ????,2018-01-04 21:58:34,2018,January,1,Thursday,night,False,g green14,2018.0,True,False,0,0,1,1
6597,6597,639461,26203147,2018-01-04 21:35:00 EST,Video,The Western Conference Player of the Month... @russwest44 warms up for tonightâ€™s @nbaontnt action!,2018-01-04 21:35:00,2018,January,1,Thursday,night,False,western conference player month russwest44 warms tonightâ nbaontnt action,2018.0,True,False,0,1,1,1
6598,6598,700999,26203147,2018-01-04 21:21:31 EST,Video,@cp3 with the moves!,2018-01-04 21:21:31,2018,January,1,Thursday,night,False,cp3 moves,2018.0,True,False,0,0,1,1
6599,6599,639461,26203147,2018-01-04 20:35:10 EST,Video,@cp3 finishes off the contact @nbaontnt!,2018-01-04 20:35:10,2018,January,1,Thursday,evening,False,cp3 finishes contact nbaontnt,2018.0,True,False,0,0,1,0
6600,6600,381981,26203147,2018-01-04 18:45:01 EST,Album,The #NBAAllStar First Returns (repost @nbaallstar) VOTE: NBA.com/vote,2018-01-04 18:45:01,2018,January,1,Thursday,evening,False,nbaallstar first returns repost nbaallstar vote nba com vote,2018.0,True,False,0,0,1,0
6601,6601,595576,26203147,2018-01-04 16:01:20 EST,Video,@russwest44 of the @okcthunder named Western Conference Kia NBA Player of the Month for December!#KiaPOTM,2018-01-04 16:01:20,2018,January,1,Thursday,afternoon,False,russwest44 okcthunder named western conference kia nba player month december kiapotm,2018.0,True,False,4200000,1,1,1
6602,6602,803249,26203147,2018-01-04 16:00:31 EST,Video,@kingjames of the @cavs named Eastern Conference Kia NBA Player of the Month for December!#KiaPOTM,2018-01-04 16:00:31,2018,January,1,Thursday,afternoon,False,kingjames cavs named eastern conference kia nba player month december kiapotm,2018.0,True,False,7200000,2,1,1
6603,6603,595576,26203147,2018-01-04 15:03:32 EST,Video,@jaytatum0 of the @celtics named Eastern Conference Kia NBA Rookie of the Month for December! #KiaROTM,2018-01-04 15:03:32,2018,January,1,Thursday,afternoon,False,jaytatum0 celtics named eastern conference kia nba rookie month december kiarotm,2018.0,True,False,4200000,0,1,0
6604,6604,728475,26203147,2018-01-04 12:00:11 EST,Video,A new look at the full #NIKExNBA City Edition uniforms for this season!,2018-01-04 12:00:11,2018,January,1,Thursday,lunch,False,new look full nikexnba city edition uniforms season,2018.0,True,False,0,0,1,0
6605,6605,348698,26203147,2018-01-04 10:39:56 EST,Photo,Today is the 2nd of five 2-For-1 Days... your @nbaallstar vote on NBA.com or the NBA app counts DOUBLE until 11:59pm/et! (use link in bio),2018-01-04 10:39:56,2018,January,1,Thursday,morning,False,today 2nd five 2 1 days nbaallstar vote nba com nba app counts double 11 59pm et use link bio,2018.0,True,False,0,0,1,0
6606,6606,429850,26203147,2018-01-04 03:36:21 EST,Photo,Freeze Frame!,2018-01-04 03:36:21,2018,January,1,Thursday,deadzone,False,freeze frame,2018.0,True,False,0,0,1,0
6607,6607,429850,26203147,2018-01-04 02:02:45 EST,Photo,Caption that!,2018-01-04 02:02:45,2018,January,1,Thursday,deadzone,False,caption,2018.0,True,False,0,0,1,0
6608,6608,694305,26203147,2018-01-04 01:36:02 EST,Video,Poetry in Motion.... @stephencurry30â€™s @warriors winner! #PhantomCam,2018-01-04 01:36:02,2018,January,1,Thursday,deadzone,False,poetry motion stephencurry30â warriors winner phantomcam,2018.0,True,False,12100000,2,1,1
6609,6609,429806,26187502,2018-01-04 01:19:23 EST,Album,24 teams hit the floor for a thrilling Wednesday around the Association!,2018-01-04 01:19:23,2018,January,1,Thursday,deadzone,False,24 teams hit floor thrilling wednesday around association,2018.0,True,False,0,0,1,1
6610,6610,719300,26187502,2018-01-04 00:52:29 EST,Video,@the2kferguson takes FLIGHT twice!,2018-01-04 00:52:29,2018,January,1,Thursday,postgame,False,the2kferguson takes flight twice,2018.0,True,False,0,0,1,0
6611,6611,706730,26187502,2018-01-03 23:34:54 EST,Video,A kiss for MOM after the @ygtrece bucket! #ThisIsWhyWePlay,2018-01-03 23:34:54,2018,January,1,Wednesday,postgame,False,kiss mom ygtrece bucket thisiswhyweplay,2018.0,True,False,0,1,1,0
